id,level,skill,lesson,type,prompt,opt_a,opt_a_correct,opt_a_why,opt_b,opt_b_correct,opt_b_why,opt_c,opt_c_correct,opt_c_why,opt_d,opt_d_correct,opt_d_why,accepted,explanation,grammar_note,tags
n2-001,N2,grammar,g2-grammar1,fill_blank,"明るい___に家へ帰りましょう。",,,,,,,,,,,,,うち,"V/adj + うちに means ""while (a state lasts)"" — go home while it is still light.",g-n2-1,n2-grammar
n2-002,N2,grammar,g2-grammar1,fill_blank,"さっき昼ご飯を食べた___だから、まだお腹がすいていない。",,,,,,,,,,,,,ばかり,"V-た + ばかり means ""just did"" — I just ate, so I'm not hungry.",g-n2-1,n2-grammar
n2-003,N2,grammar,g2-grammar1,fill_blank,"電車が遅れた。だから遅刻した___だ。",,,,,,,,,,,,,わけ,"～わけだ draws a logical conclusion: that's why I was late.",g-n2-1,n2-grammar
n2-004,N2,grammar,g2-grammar1,fill_blank,"こんなに電気が消えているから、彼はもう寝たに___ない。",,,,,,,,,,,,,ちがい|違い,"～に違いない expresses strong certainty: he must have gone to bed.",g-n2-1,n2-grammar
n2-005,N2,grammar,g2-grammar1,fill_blank,"雨にも___、試合は予定通り行われた。",,,,,,,,,,,,,かかわらず,"～にもかかわらず means ""in spite of"" — the match was held despite the rain.",g-n2-1,n2-grammar
n2-006,N2,grammar,g2-grammar1,fill_blank,"買い物の___に、郵便局に寄ってきた。",,,,,,,,,,,,,ついで,"N の + ついでに means ""while you're at it"" — stopped by the post office while shopping.",g-n2-1,n2-grammar
n2-007,N2,grammar,g2-grammar1,fill_blank,"この店は安い___に、料理もおいしい。",,,,,,,,,,,,,うえ,"～うえに means ""on top of that"" — cheap, and the food is good too.",g-n2-1,n2-grammar
n2-008,N2,grammar,g2-grammar1,fill_blank,"その町は静かな___、駅前はとてもにぎやかだった。",,,,,,,,,,,,,どころか,"～どころか means ""far from"" — far from quiet, it was lively.",g-n2-1,n2-grammar
n2-009,N2,grammar,g2-grammar1,mcq,"Which best completes: ""この写真を見る___、子どもの頃を思い出す。"" (every time)","たびに",true,"Correct — V-dict + たびに means ""every time"".","うちに",false,"うちに means ""while"", not ""every time"".","ばかり",false,"ばかり means ""nothing but / just"".","わけだ",false,"わけだ draws a conclusion, not repetition.",,"～たびに marks something that happens every single time the action occurs.",g-n2-1,n2-grammar
n2-010,N2,grammar,g2-grammar1,mcq,"忘れない___にメモしておこう。Which fits the ""before it happens"" meaning?","うち",true,"Correct — V-ない + うちに means ""before ~ happens"" (before I forget).","ばかり",false,"ばかり cannot follow V-ない here with this meaning.","ついで",false,"ついでに needs a separate main action.","とおり",false,"とおり means ""just as"", not ""before"".",,"V-ない うちに means ""before the situation changes"" — note it down before I forget.",g-n2-1,n2-grammar
n2-011,N2,grammar,g2-grammar2,fill_blank,"子どもが寂し___な顔でこちらを見ている。",,,,,,,,,,,,,げ,"adj-stem + げ describes a visible appearance: a lonely-looking face.",g-n2-2,n2-grammar
n2-012,N2,grammar,g2-grammar2,fill_blank,"彼は忘れ___ので、いつもメモを取っている。",,,,,,,,,,,,,っぽい,"V-stem + っぽい shows a strong tendency: forgetful.",g-n2-2,n2-grammar
n2-013,N2,grammar,g2-grammar2,fill_blank,"健康になりたいなら、毎日運動する___だ。",,,,,,,,,,,,,こと,"～ことだ gives advice: the best thing is to exercise.",g-n2-2,n2-grammar
n2-014,N2,grammar,g2-grammar2,fill_blank,"子どもの頃は、よく川で泳いだ___だ。",,,,,,,,,,,,,もの,"V-た + ものだ recalls something one used to do.",g-n2-2,n2-grammar
n2-015,N2,grammar,g2-grammar2,fill_blank,"お金___あれば、何でも買えるというわけではない。",,,,,,,,,,,,,さえ,"～さえ…ば means ""if only"" — even if you only have money.",g-n2-2,n2-grammar
n2-016,N2,grammar,g2-grammar2,fill_blank,"仕事が山ほどあって、旅行___ではない。",,,,,,,,,,,,,どころ,"～どころではない means ""this is no time for"" — no time for travel.",g-n2-2,n2-grammar
n2-017,N2,grammar,g2-grammar2,fill_blank,"彼女はまるで何も知らない___のように振る舞った。",,,,,,,,,,,,,か,"～かのようだ means ""as if"" — acted as if she knew nothing.",g-n2-2,n2-grammar
n2-018,N2,grammar,g2-grammar2,fill_blank,"それはただのうわさに___ない。",,,,,,,,,,,,,すぎ,"～にすぎない means ""no more than"" — merely a rumor.",g-n2-2,n2-grammar
n2-019,N2,grammar,g2-grammar2,mcq,"こんなに練習したのだから、勝つに___。Choose the strongest ""surely"" form.","きまっている",true,"Correct — ～にきまっている means ""is bound to / surely"".","ちがいない",false,"に違いない is also ""must"", but ～に決まっている is the idiom asked for and feels more certain/colloquial.","すぎない",false,"にすぎない means ""merely"", the opposite nuance.","かのようだ",false,"かのようだ means ""as if"", not certainty.",,"～にきまっている expresses the speaker's firm conviction: we're bound to win.",g-n2-2,n2-grammar
n2-020,N2,grammar,g2-grammar2,mcq,"ご希望に添い___ます。 Which fits a polite ""I cannot quite ~""?","かね",true,"Correct — V-stem + かねる means ""cannot quite / am unable to"" politely.","っぽい",false,"っぽい describes a tendency, not inability.","がち",false,"がち means ""tends to"", not ""cannot"".","げ",false,"げ describes appearance, not inability.",,"V-stem + かねる is a soft, formal way to refuse: I am unable to meet your request.",g-n2-2,n2-grammar
n2-021,N2,grammar,g2-keigo,fill_blank,"先生は今、職員室に___ます。(honorific for いる)",,,,,,,,,,,,,いらっしゃい,"いらっしゃる is the honorific verb for いる/行く/来る.",g-keigo2,keigo
n2-022,N2,grammar,g2-keigo,fill_blank,"私が資料を___しました。(humble for 見る)",,,,,,,,,,,,,はいけん|拝見,"拝見する is the humble verb for ""to look at / see"".",g-keigo2,keigo
n2-023,N2,grammar,g2-keigo,fill_blank,"どうぞ温かいうちに___ください。(honorific for 食べる)",,,,,,,,,,,,,めしあがって|召し上がって,"召し上がる is the honorific verb for 食べる/飲む — used for the guest.",g-keigo2,keigo
n2-024,N2,grammar,g2-keigo,fill_blank,"明日、御社に___ます。(humble for 行く / 訪ねる)",,,,,,,,,,,,,うかがい|伺い,"伺う is the humble verb for visiting or asking.",g-keigo2,keigo
n2-025,N2,grammar,g2-keigo,fill_blank,"社長が皆さんに一言___います。(honorific for 言う)",,,,,,,,,,,,,おっしゃ,"おっしゃる is the honorific verb for 言う.",g-keigo2,keigo
