id,level,skill,lesson,type,prompt,opt_a,opt_a_correct,opt_a_why,opt_b,opt_b_correct,opt_b_why,opt_c,opt_c_correct,opt_c_why,opt_d,opt_d_correct,opt_d_why,accepted,explanation,grammar_note,tags
n4-001,N4,grammar,g4-te-form,fill_blank,"ここに なまえを ___ ください。",,,,,,,,,,,,,かいて|書いて,"かく ends in く, so the て-form is かいて. かいて ください = please write.",g-te-form,te-form
n4-002,N4,grammar,g4-te-form,fill_blank,"ちょっと まって、いま ほんを ___ います。",,,,,,,,,,,,,よんで|読んで,"よむ ends in む, so the て-form is よんで. よんで います = am reading.",g-te-form,te-form
n4-003,N4,grammar,g4-te-form,fill_blank,"この へやで しゃしんを とっても ___ です。",,,,,,,,,,,,,いい,"～てもいいです gives permission: it is OK to take photos.",g-te-form,te-form
n4-004,N4,grammar,g4-te-form,fill_blank,"あさ ___、かおを あらいます。",,,,,,,,,,,,,おきて|起きて,"おきる is a ru-verb, so the て-form is おきて. It links the two actions.",g-te-form,te-form
n4-005,N4,grammar,g4-te-form,fill_blank,"くすりを ___ ください。",,,,,,,,,,,,,のんで|飲んで,"のむ ends in む, so the て-form is のんで. のんで ください = please drink.",g-te-form,te-form
n4-006,N4,grammar,g4-te-form,mcq,"Which is the correct て-form of いく?","いいて",false,"いく is irregular and does not follow the く→いて rule.","いって",true,"Correct - いく is an exception; its て-form is いって.","いきて",false,"That mixes the ます-stem with て; it is not the て-form.","いって is wrong",false,"いって is in fact the correct form.",,"いく is the one く-verb exception: its て-form is いって, not いいて.",g-te-form,te-form
n4-007,N4,grammar,g4-te-form,mcq,"What does たべても いいです mean?","You must eat.",false,"Obligation would use ～なければなりません.","You may eat. / It's OK to eat.",true,"Correct - ～てもいいです expresses permission.","You must not eat.",false,"Prohibition would use ～てはいけません.","Let's eat.",false,"An invitation would use たべましょう.",,"て-form + もいいです grants permission.",g-te-form,te-form
n4-008,N4,grammar,g4-te-form,fill_blank,"ともだちに あって、えいがを ___。",,,,,,,,,,,,,みました|見ました,"After the て-form あって, the final verb takes the tense: みました (watched).",g-te-form,te-form
n4-009,N4,grammar,g4-te-form,mcq,"Which verb has the て-form およいで?","あそぶ",false,"あそぶ ends in ぶ, so its て-form is あそんで.","およぐ",true,"Correct - およぐ ends in ぐ, giving the て-form およいで.","およる",false,"およる is not a real verb.","あるく",false,"あるく ends in く, so its て-form is あるいて.",,"Verbs ending in ぐ take いで in the て-form: およぐ → およいで.",g-te-form,te-form
n4-010,N4,grammar,g4-te-form,fill_blank,"すみません、もう いちど ___ ください。",,,,,,,,,,,,,いって|言って,"いう ends in う, so the て-form is いって. いって ください = please say.",g-te-form,te-form
n4-011,N4,grammar,g4-plain,fill_blank,"あした えいがを みる？ - うん、___。",,,,,,,,,,,,,みる|見る,"In casual speech the plain dictionary form みる answers the question.",g-plain-form,plain-form
n4-012,N4,grammar,g4-plain,fill_blank,"わたしは にくを ___。やさいだけ たべます。",,,,,,,,,,,,,たべない|食べない,"The plain negative of たべる is たべない (do not eat).",g-plain-form,plain-form
n4-013,N4,grammar,g4-plain,fill_blank,"きのうは どこにも ___。うちに いました。",,,,,,,,,,,,,いかなかった|行かなかった,"The plain negative past of いく is いかなかった (did not go).",g-plain-form,plain-form
n4-014,N4,grammar,g4-plain,mcq,"What is the plain (dictionary) form of のみます?","のむ",true,"Correct - のみます becomes のむ in plain form.","のみる",false,"のむ is a u-verb; のみる is not a valid form.","のんだ",false,"のんだ is the plain past, not the dictionary form.","のまる",false,"のまる is not a real verb.",,"The polite のみます corresponds to the plain dictionary form のむ.",g-plain-form,plain-form
n4-015,N4,grammar,g4-plain,fill_blank,"あれは わたしの かばん ___。(casual ""it is"")",,,,,,,,,,,,,だ,"だ is the plain form of です.",g-plain-form,plain-form
n4-016,N4,grammar,g4-plain,fill_blank,"せんしゅう えいがを ___。とても おもしろかった。",,,,,,,,,,,,,みた|見た,"The plain past of みる is みた (watched).",g-plain-form,plain-form
